fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Id,quality
7.1,,0.01,2.5,0.077,20.0,85.0,,3.55,0.59,9.8,784.0,5
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,785.0,5
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,787.0,6
10.0,0.56,0.24,2.2,0.079,,58.0,0.9991,3.18,0.56,10.1,788.0,6
8.6,,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,789.0,5
7.4,0.37,0.43,2.6,0.0819999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,790.0,6
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,,,,791.0,5
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,792.0,6
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,793.0,5
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,,6
,0.89,0.3,2.6,,7.0,60.0,0.99786,2.99,1.18,10.2,795.0,5
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,796.0,5
9.3,0.37,0.44,1.6,0.038,21.0,42.0,,3.24,0.81,,797.0,7
9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,799.0,6
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,801.0,5
5.1,,0.0,1.7,,14.0,,,3.56,0.94,12.9,802.0,7
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,803.0,6
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,804.0,6
8.4,0.25,0.39,2.0,0.0409999999999999,4.0,10.0,0.99386,3.27,0.71,12.5,806.0,7
7.4,0.53,0.12,1.9,0.165,4.0,,0.99702,3.26,0.86,9.2,808.0,5
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,809.0,6
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,810.0,5
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,811.0,6
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,813.0,4
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,814.0,6
9.1,0.66,0.15,3.2,0.0969999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,,5
7.0,0.685,0.0,1.9,0.099,9.0,,0.99606,3.34,0.6,9.7,820.0,5
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,821.0,7
6.7,0.54,0.13,2.0,0.076,,36.0,0.9973,3.61,0.64,9.8,823.0,5
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,824.0,5
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,826.0,7
7.1,0.46,0.14,2.8,0.076,,37.0,0.99624,,0.49,10.7,827.0,5
7.5,0.685,,2.5,0.0579999999999999,5.0,9.0,0.99632,3.38,0.55,10.9,830.0,4
5.9,0.61,0.08,,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,831.0,6
11.6,0.47,0.44,,0.147,36.0,,0.99836,3.38,0.86,,833.0,4
6.7,0.28,0.28,2.4,0.012,36.0,100.0,,3.26,0.39,11.7,836.0,7
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,837.0,7
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,838.0,7
6.6,0.66,,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,841.0,5
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,842.0,6
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,843.0,5
,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,846.0,5
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,847.0,6
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,,5
9.3,0.43,0.44,,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,850.0,5
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,,851.0,5
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,853.0,6
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,854.0,6
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,856.0,6
8.2,,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,,11.3,857.0,7
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,,0.67,10.6,858.0,7
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,860.0,5
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,,5
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,863.0,5
7.2,0.635,0.07,2.6,,16.0,86.0,0.99748,3.51,0.54,9.7,865.0,5
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,871.0,5
7.3,,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,872.0,4
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,875.0,7
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,877.0,6
7.6,0.715,0.0,,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,881.0,6
8.4,0.31,0.29,3.1,,14.0,26.0,0.99536,3.22,0.78,12.0,882.0,6
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,884.0,6
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,885.0,5
9.0,0.8,0.12,2.4,0.083,8.0,,0.99836,3.33,0.65,10.4,886.0,6
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,888.0,6
10.7,0.9,0.34,6.6,0.1119999999999999,23.0,99.0,1.00289,3.22,0.68,9.3,889.0,5
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,891.0,5
10.1,0.45,0.23,1.9,0.0819999999999999,10.0,18.0,0.99774,3.22,0.65,,892.0,6
7.2,0.66,0.03,2.3,,16.0,86.0,0.99743,3.53,0.57,9.7,893.0,5
7.2,0.63,0.03,,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,894.0,6
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,895.0,6
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,896.0,7
7.1,0.59,0.01,,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,897.0,6
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,898.0,7
8.9,0.31,0.36,2.6,0.0559999999999999,10.0,39.0,0.99562,3.4,0.69,11.8,900.0,5
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,901.0,7
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,902.0,7
6.8,0.59,0.06,6.0,0.06,11.0,,,3.41,0.59,10.8,904.0,7
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,906.0,5
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,907.0,6
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,908.0,6
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,910.0,6
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,,6
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,912.0,6
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,915.0,6
5.3,0.715,0.19,1.5,0.161,7.0,,0.99395,3.62,0.61,11.0,916.0,5
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,917.0,6
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,918.0,6
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,919.0,6
9.6,0.41,,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,920.0,5
8.4,0.62,0.12,1.8,,38.0,46.0,0.99504,3.38,0.89,11.8,922.0,6
8.6,0.47,0.27,2.3,0.055,,28.0,0.99516,3.18,0.8,11.2,924.0,5
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,925.0,7
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,,6
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,,927.0,4
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,928.0,5
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,929.0,7
7.4,,,2.0,0.074,13.0,38.0,0.99748,3.48,,9.8,931.0,5
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,,9.5,932.0,6
,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,934.0,5
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,936.0,6
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,939.0,5
9.9,0.27,0.49,5.0,0.0819999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,941.0,7
10.1,0.43,0.4,2.6,,13.0,52.0,0.99834,3.22,0.64,10.0,942.0,7
8.3,0.3,0.49,3.8,0.09,11.0,,0.99498,3.27,0.64,12.1,944.0,7
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,946.0,7
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,947.0,7
8.9,0.12,0.45,,0.075,,21.0,0.99552,3.41,0.76,11.9,949.0,7
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,950.0,7
8.3,0.28,,2.1,0.093,6.0,12.0,0.99408,,0.62,12.4,,7
8.2,0.31,0.4,2.2,0.0579999999999999,,10.0,0.99536,3.31,0.68,11.2,952.0,7
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,953.0,7
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,955.0,5
9.0,0.36,0.52,2.1,0.111,5.0,10.0,,3.31,0.62,11.3,956.0,6
6.4,0.57,0.12,2.3,0.12,25.0,,0.99519,,0.71,11.3,958.0,7
8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,,3.16,0.85,11.1,960.0,6
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,,9.3,961.0,5
,0.57,,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,962.0,5
8.5,0.47,0.27,1.9,0.0579999999999999,,38.0,0.99518,3.16,0.85,11.1,,6
8.5,0.66,0.2,2.1,0.0969999999999999,23.0,113.0,0.99733,3.13,0.48,9.2,967.0,5
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,968.0,6
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,971.0,6
8.8,0.33,0.41,5.9,0.073,,13.0,0.99658,3.3,0.62,,974.0,7
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,975.0,5
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,977.0,5
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,978.0,7
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,,0.71,10.5,980.0,6
,0.86,0.26,1.9,0.079,13.0,,0.99712,3.25,,10.0,981.0,5
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,982.0,6
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,983.0,6
7.4,0.58,0.0,2.0,0.064,,11.0,0.99562,3.45,0.58,11.3,985.0,6
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,987.0,5
7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,988.0,5
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,,,6
7.7,0.39,0.12,1.7,0.0969999999999999,19.0,27.0,0.99596,3.16,0.49,9.4,990.0,5
7.1,,0.28,2.0,0.0819999999999999,31.0,68.0,0.99694,,0.48,9.4,991.0,5
7.1,0.34,0.28,2.0,0.0819999999999999,31.0,68.0,0.99694,3.45,0.48,9.4,993.0,5
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,995.0,6
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,998.0,6
6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,999.0,6
7.5,0.43,0.3,2.2,,6.0,12.0,0.99495,3.44,,11.5,1000.0,7
8.2,0.43,0.29,1.6,,27.0,45.0,0.99603,3.25,,10.3,1004.0,5
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,1005.0,7
9.1,0.29,0.33,2.05,0.063,13.0,,0.99516,3.26,0.84,11.7,1006.0,7
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,1007.0,7
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,1008.0,7
8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,1010.0,7
8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,1011.0,6
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,1012.0,5
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,1013.0,6
8.0,,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,1014.0,6
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,,1016.0,7
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,1018.0,6
,0.5,0.14,1.8,0.078,,23.0,0.99636,3.53,0.61,10.4,1019.0,5
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,1020.0,6
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,,6
7.0,0.51,0.09,2.1,0.062,4.0,,0.99584,3.35,0.54,10.5,1022.0,5
,0.32,0.42,2.3,0.098,3.0,,0.99506,3.27,0.55,12.3,1023.0,6
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,1024.0,7
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,,10.4,1025.0,6
7.9,0.31,0.32,1.9,0.066,14.0,36.0,,3.41,0.56,12.6,1026.0,6
6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,1027.0,5
7.7,0.58,0.01,1.8,0.088,,18.0,0.99568,3.32,0.56,10.5,1029.0,7
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,1032.0,5
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,1034.0,6
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,1035.0,7
7.6,0.31,0.34,2.5,0.0819999999999999,26.0,35.0,0.99356,3.22,,12.5,1036.0,7
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,1038.0,7
8.9,,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,1039.0,6
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,1041.0,6
6.4,0.39,,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,1044.0,6
6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,1045.0,6
7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,,6
7.1,0.43,0.17,1.8,0.0819999999999999,27.0,51.0,0.99634,3.49,0.64,10.4,1047.0,5
9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,1048.0,6
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,1049.0,6
8.5,0.46,0.59,1.4,,16.0,45.0,0.99702,3.03,1.34,9.2,1051.0,5
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,1052.0,5
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,1053.0,7
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,,0.62,9.1,1055.0,6
8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,1056.0,7
,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,1057.0,5
,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,1058.0,7
8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,1059.0,7
11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,1060.0,6
9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,,1061.0,8
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,1062.0,6
10.2,,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,1063.0,6
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,1064.0,6
7.7,0.61,0.18,2.4,,6.0,20.0,0.9963,3.29,0.6,10.2,1065.0,6
6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,1066.0,7
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,,0.83,10.9,1067.0,7
8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,1069.0,5
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,,11.1,1070.0,7
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,1071.0,5
8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,1073.0,6
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,1076.0,6
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,1078.0,5
7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,,12.3,1079.0,7
7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,1081.0,7
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,1082.0,6
8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,,0.77,12.0,1083.0,6
6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,1085.0,5
8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,1086.0,7
,0.19,0.42,1.6,0.057,18.0,30.0,0.994,,0.69,11.2,1087.0,6
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,1088.0,7
11.6,0.41,,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,1089.0,7
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,1090.0,8
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,1091.0,6
7.0,0.54,0.09,2.0,,10.0,16.0,0.99479,3.43,0.59,11.5,1092.0,6
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,1093.0,7
6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,1094.0,6
6.6,0.725,0.09,5.5,0.1169999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,1096.0,6
8.6,0.52,0.38,1.5,0.096,5.0,,0.99666,3.2,0.52,9.4,1099.0,5
8.4,0.34,,2.1,0.072,23.0,,0.99392,3.11,0.78,12.4,1100.0,6
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,,0.63,12.0,1101.0,6
7.4,0.49,,2.1,0.071,,25.0,0.99388,3.35,0.63,12.0,1103.0,6
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,,0.66,12.4,1104.0,6
6.3,0.57,0.28,2.1,,13.0,49.0,0.99374,3.41,0.6,12.8,1105.0,5
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,1107.0,7
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,1108.0,5
10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,1109.0,6
8.3,0.53,0.0,,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,1110.0,6
5.4,0.42,0.27,2.0,0.092,23.0,,0.99471,3.78,0.64,12.3,1111.0,7
7.9,0.33,0.41,1.5,0.0559999999999999,6.0,35.0,0.99396,3.29,0.71,11.0,1112.0,6
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,1114.0,6
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,1115.0,6
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,1116.0,6
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,1117.0,6
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,1118.0,6
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,1119.0,5
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,,8
6.3,0.47,0.0,,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,1122.0,6
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,,7
6.3,0.76,0.0,,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,1127.0,6
10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,1128.0,5
9.1,0.6,0.0,1.9,0.0579999999999999,5.0,10.0,0.9977,3.18,0.63,10.4,1130.0,6
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,,,7
7.2,,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,1133.0,7
,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,,11.8,1134.0,7
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,,0.6,11.9,1135.0,6
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,1136.0,6
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,1138.0,5
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,1139.0,6
7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,1140.0,6
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,1141.0,6
6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,1142.0,6
7.0,0.22,0.3,1.8,0.065,16.0,20.0,,3.61,0.82,10.0,1143.0,6
7.3,0.32,0.23,2.3,,35.0,70.0,0.99588,3.43,,10.1,1144.0,5
8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,1145.0,6
7.8,0.5,0.12,1.8,0.178,6.0,21.0,0.996,3.28,0.87,9.8,,6
10.0,0.41,,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,1147.0,7
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,1148.0,6
10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,1149.0,6
6.1,0.58,0.23,2.5,0.044,16.0,,0.99352,3.46,0.65,12.5,1151.0,6
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,1152.0,5
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,1153.0,6
8.3,,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,1155.0,5
8.5,0.18,0.51,1.75,,45.0,88.0,0.99524,3.33,0.76,11.8,1156.0,7
5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,1157.0,7
,0.32,0.42,2.3,0.075,12.0,19.0,,3.14,0.71,11.8,1162.0,7
9.0,0.785,0.24,1.7,0.078,10.0,,0.99692,3.29,0.67,10.0,1164.0,5
8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,1167.0,7
6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,1168.0,6
7.6,0.5,0.29,2.3,,5.0,,0.99502,,0.62,11.5,1169.0,6
9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,,1170.0,6
9.7,0.42,0.46,2.1,0.074,,16.0,0.99649,3.27,0.74,12.3,1172.0,6
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,1173.0,6
7.6,0.36,0.31,1.7,0.079,26.0,,0.99716,3.46,0.62,9.5,1174.0,6
,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,1175.0,6
6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,1176.0,4
5.6,0.915,0.0,2.1,0.0409999999999999,17.0,78.0,0.99346,3.68,0.73,11.4,1178.0,5
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,1179.0,6
9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,,1181.0,5
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,1183.0,5
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,1184.0,5
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,1188.0,5
